27,8,OUTPUT/pa1-unknown-j-output-1.txt
192.479,194.22,200.658
315.078,322.44,120.168
208.333,208.734,209.987
208.351,208.711,334.987
208.37,208.688,459.987
206.167,333.715,210.01
206.185,333.692,335.01
206.203,333.67,460.01
204,458.697,210.034
204.019,458.674,335.034
204.037,458.651,460.034
333.314,210.9,209.969
333.332,210.878,334.969
333.351,210.855,459.969
331.148,335.882,209.993
331.166,335.859,334.992
331.185,335.836,459.992
328.982,460.863,210.016
329,460.84,335.016
329.018,460.817,460.016
458.295,213.067,209.951
458.314,213.044,334.951
458.332,213.021,459.951
456.129,338.048,209.975
456.147,338.025,334.975
456.166,338.002,459.975
453.963,463.029,209.998
453.981,463.006,334.998
454,462.983,459.998
210.151,208.358,451.116
211.505,204.814,576.059
212.859,201.27,701.001
207.063,333.268,454.693
208.417,329.724,579.635
209.77,326.181,704.578
203.975,458.179,458.269
205.329,454.635,583.211
206.682,451.091,708.154
335.106,211.483,449.851
336.459,207.939,574.794
337.813,204.396,699.736
332.018,336.394,453.428
333.371,332.85,578.37
334.725,329.306,703.312
328.929,461.304,457.004
330.283,457.761,581.946
331.637,454.217,706.889
460.06,214.609,448.586
461.414,211.065,573.529
462.768,207.521,698.471
456.972,339.519,452.162
458.326,335.976,577.105
459.679,332.432,702.047
453.884,464.43,455.739
455.238,460.886,580.681
456.591,457.342,705.624
211.99,449.823,211.988
211.212,452.108,336.965
210.435,454.394,461.941
211.302,574.8,209.698
210.524,577.085,334.675
209.747,579.371,459.652
210.614,699.777,207.409
209.836,702.063,332.385
209.059,704.348,457.362
336.986,450.525,212.753
336.208,452.81,337.73
335.43,455.096,462.706
336.298,575.502,210.463
335.52,577.788,335.44
334.742,580.073,460.417
335.61,700.479,208.174
334.832,702.765,333.15
334.054,705.05,458.127
461.981,451.227,213.518
461.204,453.512,338.495
460.426,455.798,463.471
461.293,576.204,211.228
460.516,578.49,336.205
459.738,580.775,461.182
460.605,701.181,208.939
459.828,703.467,333.915
459.05,705.752,458.892
210.401,451.833,448.325
212.155,451.189,573.311
213.908,450.545,698.297
210.274,576.831,448.97
212.027,576.187,573.957
213.781,575.543,698.943
210.147,701.83,449.616
211.9,701.186,574.602
213.653,700.542,699.589
335.389,451.97,446.572
337.142,451.325,571.558
338.896,450.681,696.544
335.262,576.968,447.218
337.015,576.324,572.204
338.768,575.68,697.19
335.134,701.966,447.864
336.888,701.322,572.85
338.641,700.678,697.836
460.377,452.106,444.819
462.13,451.462,569.805
463.883,450.818,694.791
460.249,577.104,445.465
462.003,576.46,570.451
463.756,575.816,695.437
460.122,702.102,446.111
461.875,701.458,571.097
463.629,700.814,696.083
450.168,209.047,210.942
447.286,210.485,335.9
444.404,211.923,460.859
453.544,333.994,209.582
450.663,335.432,334.541
447.781,336.87,459.499
456.921,458.941,208.222
454.039,460.379,333.181
451.158,461.817,458.139
575.089,205.703,213.861
572.207,207.141,338.82
569.325,208.578,463.778
578.466,330.65,212.501
575.584,332.087,337.46
572.702,333.525,462.419
581.842,455.597,211.142
578.961,457.034,336.1
576.079,458.472,461.059
700.01,202.358,216.781
697.128,203.796,341.739
694.246,205.234,466.698
703.387,327.305,215.421
700.505,328.743,340.379
697.623,330.181,465.338
706.764,452.252,214.061
703.882,453.69,339.02
701,455.128,463.978
451.515,209.62,450.971
450.011,211.754,575.944
448.506,213.888,700.917
454.369,334.57,448.872
452.864,336.704,573.845
451.359,338.838,698.817
457.222,459.519,446.772
455.718,461.654,571.745
454.213,463.788,696.718
576.474,206.792,452.524
574.969,208.926,577.497
573.464,211.061,702.47
579.327,331.742,450.425
577.822,333.876,575.398
576.318,336.011,700.37
582.181,456.692,448.325
580.676,458.826,573.298
579.171,460.96,698.271
701.432,203.965,454.077
699.927,206.099,579.05
698.423,208.233,704.023
704.286,328.914,451.978
702.781,331.049,576.95
701.276,333.183,701.923
707.139,453.864,449.878
705.634,455.998,574.851
704.13,458.133,699.824
449.577,448.675,211.403
450.884,446.987,336.384
452.191,445.298,461.366
447.178,573.641,213.116
448.485,571.952,338.098
449.792,570.263,463.08
444.779,698.606,214.83
446.086,696.917,339.812
447.393,695.228,464.793
574.547,451.092,210.128
575.854,449.404,335.11
577.161,447.715,460.092
572.148,576.058,211.842
573.455,574.369,336.824
574.762,572.68,461.806
569.749,701.023,213.556
571.056,699.334,338.537
572.363,697.645,463.519
699.517,453.509,208.854
700.824,451.82,333.836
702.131,450.132,458.818
697.118,578.474,210.568
698.425,576.786,335.55
699.732,575.097,460.531
694.719,703.44,212.281
696.026,701.751,337.263
697.333,700.062,462.245
448.29,448.922,448.231
451.132,451.73,573.167
453.975,454.539,698.103
450.632,573.867,445.369
453.474,576.676,570.305
456.317,579.485,695.241
452.974,698.812,442.506
455.816,701.621,567.443
458.659,704.43,692.379
573.236,446.516,445.443
576.078,449.325,570.379
578.921,452.134,695.315
575.577,571.461,442.58
578.42,574.27,567.516
581.263,577.079,692.452
577.919,696.406,439.718
580.762,699.215,564.654
583.604,702.024,689.59
698.181,444.11,442.654
701.024,446.919,567.59
703.866,449.728,692.526
700.523,569.055,439.791
703.366,571.864,564.728
706.208,574.673,689.664
702.865,694.001,436.929
705.708,696.81,561.865
708.55,699.618,686.801
